sigma=1._epsilon=4. 173.647 1.4
sigma=1.2_epsilon=4. 173.647 1.68
sigma=1.4_epsilon=4. 173.647 1.96
sigma=1.6_epsilon=4. 173.647 2.24
sigma=1.8_epsilon=4. 173.647 2.52
sigma=2._epsilon=4. 173.647 2.8
sigma=2.2_epsilon=4. 173.647 3.08
sigma=2.4_epsilon=4. 173.647 3.36
sigma=2.6_epsilon=4. 173.647 3.64
sigma=2.8_epsilon=4. 173.647 3.92
sigma=3._epsilon=4. 173.647 4.2
