0.01	5.	10.	10.
0.01	5.	10.	14.
0.01	5.	10.	18.
0.01	5.	15.	10.
0.01	5.	15.	14.
0.01	5.	15.	18.
0.01	5.	20.	10.
0.01	5.	20.	14.
0.01	5.	20.	18.
0.01	10.	10.	10.
0.01	10.	10.	14.
0.01	10.	10.	18.
0.01	10.	15.	10.
0.01	10.	15.	14.
0.01	10.	15.	18.
0.01	10.	20.	10.
0.01	10.	20.	14.
0.01	10.	20.	18.
0.01	15.	10.	10.
0.01	15.	10.	14.
0.01	15.	10.	18.
0.01	15.	15.	10.
0.01	15.	15.	14.
0.01	15.	15.	18.
0.01	15.	20.	10.
0.01	15.	20.	14.
0.01	15.	20.	18.
0.03	5.	10.	10.
0.03	5.	10.	14.
0.03	5.	10.	18.
0.03	5.	15.	10.
0.03	5.	15.	14.
0.03	5.	15.	18.
0.03	5.	20.	10.
0.03	5.	20.	14.
0.03	5.	20.	18.
0.03	10.	10.	10.
0.03	10.	10.	14.
0.03	10.	10.	18.
0.03	10.	15.	10.
0.03	10.	15.	14.
0.03	10.	15.	18.
0.03	10.	20.	10.
0.03	10.	20.	14.
0.03	10.	20.	18.
0.03	15.	10.	10.
0.03	15.	10.	14.
0.03	15.	10.	18.
0.03	15.	15.	10.
0.03	15.	15.	14.
0.03	15.	15.	18.
0.03	15.	20.	10.
0.03	15.	20.	14.
0.03	15.	20.	18.
0.05	5.	10.	10.
0.05	5.	10.	14.
0.05	5.	10.	18.
0.05	5.	15.	10.
0.05	5.	15.	14.
0.05	5.	15.	18.
0.05	5.	20.	10.
0.05	5.	20.	14.
0.05	5.	20.	18.
0.05	10.	10.	10.
0.05	10.	10.	14.
0.05	10.	10.	18.
0.05	10.	15.	10.
0.05	10.	15.	14.
0.05	10.	15.	18.
0.05	10.	20.	10.
0.05	10.	20.	14.
0.05	10.	20.	18.
0.05	15.	10.	10.
0.05	15.	10.	14.
0.05	15.	10.	18.
0.05	15.	15.	10.
0.05	15.	15.	14.
0.05	15.	15.	18.
0.05	15.	20.	10.
0.05	15.	20.	14.
0.05	15.	20.	18.
