0.001	1.5	12.	1.1592794807274085	3
0.001	1.5	12.	1.1592794807274085	4
0.001	1.5	12.	1.0471975511965979	3
0.001	1.5	12.	1.0471975511965979	4
0.001	1.5	12.	0.9272952180016123	3
0.001	1.5	12.	0.9272952180016123	4
0.001	1.5	15.	1.1592794807274085	3
0.001	1.5	15.	1.1592794807274085	4
0.001	1.5	15.	1.0471975511965979	3
0.001	1.5	15.	1.0471975511965979	4
0.001	1.5	15.	0.9272952180016123	3
0.001	1.5	15.	0.9272952180016123	4
0.005	1.5	12.	1.1592794807274085	3
0.005	1.5	12.	1.1592794807274085	4
0.005	1.5	12.	1.0471975511965979	3
0.005	1.5	12.	1.0471975511965979	4
0.005	1.5	12.	0.9272952180016123	3
0.005	1.5	12.	0.9272952180016123	4
0.005	1.5	15.	1.1592794807274085	3
0.005	1.5	15.	1.1592794807274085	4
0.005	1.5	15.	1.0471975511965979	3
0.005	1.5	15.	1.0471975511965979	4
0.005	1.5	15.	0.9272952180016123	3
0.005	1.5	15.	0.9272952180016123	4
0.01	1.5	12.	1.1592794807274085	3
0.01	1.5	12.	1.1592794807274085	4
0.01	1.5	12.	1.0471975511965979	3
0.01	1.5	12.	1.0471975511965979	4
0.01	1.5	12.	0.9272952180016123	3
0.01	1.5	12.	0.9272952180016123	4
0.01	1.5	15.	1.1592794807274085	3
0.01	1.5	15.	1.1592794807274085	4
0.01	1.5	15.	1.0471975511965979	3
0.01	1.5	15.	1.0471975511965979	4
0.01	1.5	15.	0.9272952180016123	3
0.01	1.5	15.	0.9272952180016123	4
