0.01	15.	11.	5.
0.01	15.	11.	7.
0.01	15.	11.	10.
0.01	15.	11.	12.
0.01	15.	11.	15.
0.01	15.	12.	5.
0.01	15.	12.	7.
0.01	15.	12.	10.
0.01	15.	12.	12.
0.01	15.	12.	15.
0.01	15.	13.	5.
0.01	15.	13.	7.
0.01	15.	13.	10.
0.01	15.	13.	12.
0.01	15.	13.	15.
0.01	15.	14.	5.
0.01	15.	14.	7.
0.01	15.	14.	10.
0.01	15.	14.	12.
0.01	15.	14.	15.
0.01	15.	15.	5.
0.01	15.	15.	7.
0.01	15.	15.	10.
0.01	15.	15.	12.
0.01	15.	15.	15.
0.01	15.	16.	5.
0.01	15.	16.	7.
0.01	15.	16.	10.
0.01	15.	16.	12.
0.01	15.	16.	15.
0.01	15.	17.	5.
0.01	15.	17.	7.
0.01	15.	17.	10.
0.01	15.	17.	12.
0.01	15.	17.	15.
0.01	15.	18.	5.
0.01	15.	18.	7.
0.01	15.	18.	10.
0.01	15.	18.	12.
0.01	15.	18.	15.
0.01	15.	19	5.
0.01	15.	19	7.
0.01	15.	19	10.
0.01	15.	19	12.
0.01	15.	19	15.
