sigma=1._epsilon=2.	80.59955618878281	1.4
sigma=2._epsilon=2.	161.19911237756563	2.8
sigma=3._epsilon=2.	241.79866856634843	4.2
sigma=4._epsilon=2.	322.39822475513125	5.6
sigma=5._epsilon=2.	402.99778094391405	7.
sigma=1._epsilon=2.5	80.59955618878281	1.4
sigma=2._epsilon=2.5	161.19911237756563	2.8
sigma=3._epsilon=2.5	241.79866856634843	4.2
sigma=4._epsilon=2.5	322.39822475513125	5.6
sigma=5._epsilon=2.5	402.99778094391405	7.
sigma=1._epsilon=3.	80.59955618878281	1.4
sigma=2._epsilon=3.	161.19911237756563	2.8
sigma=3._epsilon=3.	241.79866856634843	4.2
sigma=4._epsilon=3.	322.39822475513125	5.6
sigma=5._epsilon=3.	402.99778094391405	7.
sigma=1._epsilon=4.	80.59955618878281	1.4
sigma=2._epsilon=4.	161.19911237756563	2.8
sigma=3._epsilon=4.	241.79866856634843	4.2
sigma=4._epsilon=4.	322.39822475513125	5.6
sigma=5._epsilon=4.	402.99778094391405	7.
