0.01	10.	10.	11.
0.01	10.	10.	13.
0.01	10.	10.	15.
0.01	10.	15.	11.
0.01	10.	15.	13.
0.01	10.	15.	15.
0.01	10.	20.	11.
0.01	10.	20.	13.
0.01	10.	20.	15.
0.01	10.	25.	11.
0.01	10.	25.	13.
0.01	10.	25.	15.
0.01	10.	30.	11.
0.01	10.	30.	13.
0.01	10.	30.	15.
0.01	15.	10.	11.
0.01	15.	10.	13.
0.01	15.	10.	15.
0.01	15.	15.	11.
0.01	15.	15.	13.
0.01	15.	15.	15.
0.01	15.	20.	11.
0.01	15.	20.	13.
0.01	15.	20.	15.
0.01	15.	25.	11.
0.01	15.	25.	13.
0.01	15.	25.	15.
0.01	15.	30.	11.
0.01	15.	30.	13.
0.01	15.	30.	15.
