0.05	1.0	15.	1.1592794807274085	3
0.05	1.1	15.	1.1592794807274085	3
0.05	1.2	15.	1.1592794807274085	3
0.05	1.3	15.	1.1592794807274085	3
0.05	1.4	15.	1.1592794807274085	3
0.05	1.5	15.	1.1592794807274085	3
0.05	1.6	15.	1.1592794807274085	3
0.05	1.7	15.	1.1592794807274085	3
0.05	1.8	15.	1.1592794807274085	3
0.05	1.9	15.	1.1592794807274085	3
0.05	2.	15.	1.1592794807274085	3
0.05	2.1	15.	1.1592794807274085	3
0.05	2.2	15.	1.1592794807274085	3
0.05	2.3	15.	1.1592794807274085	3
0.05	2.4	15.	1.1592794807274085	3
0.05	2.5	15.	1.1592794807274085	3
0.05	2.6	15.	1.1592794807274085	3
0.05	2.7	15.	1.1592794807274085	3
0.05	2.8	15.	1.1592794807274085	3
0.05	2.9	15.	1.1592794807274085	3
0.05	3.0	15.	1.1592794807274085	3
