0.05	12.	22.	7.
0.05	12.	22.	10.
0.05	12.	22.	12.
0.05	12.	22.	15.
0.05	12.	32.	7.
0.05	12.	32.	10.
0.05	12.	32.	12.
0.05	12.	32.	15.
0.05	12.	42.	7.
0.05	12.	42.	10.
0.05	12.	42.	12.
0.05	12.	42.	15.
0.05	12.	52.	7.
0.05	12.	52.	10.
0.05	12.	52.	12.
0.05	12.	52.	15.
0.05	15.	22.	7.
0.05	15.	22.	10.
0.05	15.	22.	12.
0.05	15.	22.	15.
0.05	15.	32.	7.
0.05	15.	32.	10.
0.05	15.	32.	12.
0.05	15.	32.	15.
0.05	15.	42.	7.
0.05	15.	42.	10.
0.05	15.	42.	12.
0.05	15.	42.	15.
0.05	15.	52.	7.
0.05	15.	52.	10.
0.05	15.	52.	12.
0.05	15.	52.	15.
