9.91442,10.1655,0.0580861
9.89788,10.0324,1.07909
9.81198,9.98823,2.11302
9.80802,9.94573,3.17049
9.69118,9.93569,4.16804
9.63957,9.94977,5.18887
9.55081,9.98989,6.2348
9.5497,9.96013,7.2302
9.42904,9.91984,8.21411
9.34454,9.8524,9.21799
9.28876,9.81453,10.2236
9.24328,9.85359,11.2196
9.14655,9.86321,12.2519
9.05009,9.83038,13.2543
8.99068,9.74176,14.2705
8.93045,9.73989,15.2632
8.87258,9.73209,16.2567
8.87957,9.75144,17.2522
8.98886,9.74846,18.2538
9.00772,9.71504,19.2858
9.01916,9.67904,20.2906
9.13423,9.69781,21.3256
9.18553,9.7498,22.3352
9.23068,9.81437,23.3566
9.23894,9.84253,24.3665
9.26589,9.91275,25.3628
9.35212,10.0097,26.3601
9.34639,10.0384,27.3496
9.37048,10.0559,28.3509
9.38726,10.0361,29.4137
9.47214,9.98531,30.4234
9.64392,9.93353,31.4081
9.77357,9.96063,32.4187
9.8314,9.94788,33.4523
9.916,9.91136,34.4219
10.0178,9.87425,35.4352
10.1309,9.84994,36.4628
10.2857,9.75216,37.4371
10.5112,9.69255,38.4915
10.641,9.64337,39.4772
10.6947,9.57579,40.4517
10.7028,9.58758,41.482
10.7372,9.51451,42.5279
10.6225,9.53947,43.4929
10.564,9.60753,44.508
10.5419,9.70797,45.506
10.5032,9.72185,46.5336
10.3925,9.87532,47.5541
10.2975,9.97937,48.5864
10.2878,10.126,49.6394
10.3614,10.3244,50.6529
10.4517,10.5455,51.6424
10.5106,10.6493,52.6304
10.4788,10.6849,53.6387
10.3564,10.6623,54.648
10.2805,10.6061,55.62
10.2644,10.4898,56.6094
10.2737,10.3623,57.6217
10.1528,10.1886,58.6224
10.058,10.025,59.6152
9.99966,9.95032,60.625
9.9271,9.89922,61.6186
9.82792,9.87921,62.6502
9.81249,9.96717,63.6568
9.79381,10.0368,64.6348
9.83518,10.0643,65.6436
9.96019,9.9808,66.6007
10.09,9.86578,67.6259
10.1813,9.73193,68.619
10.2839,9.64035,69.6251
10.4059,9.51531,70.5874
10.5079,9.41689,71.6279
10.5057,9.32843,72.5931
10.5315,9.25642,73.5846
10.5584,9.24874,74.5802
10.5854,9.33092,75.5929
10.5922,9.35179,76.6238
10.6007,9.33328,77.6377
10.496,9.29673,78.6454
10.4327,9.30326,79.6293
10.3679,9.37356,80.6298
10.2744,9.39907,81.6618
10.1947,9.42474,82.6529
9.98477,9.54134,83.6629
9.8265,9.72515,84.6378
9.74709,9.78693,85.6111
9.69831,9.9324,86.5634
9.64694,10.1158,87.5655
9.65257,10.2814,88.5704
9.70901,10.405,89.5774
9.73112,10.5166,90.576
9.71711,10.6913,91.5647
9.74939,10.7357,92.5326
9.7491,10.7284,93.5059
9.78652,10.6605,94.5274
9.88078,10.6202,95.5063
9.88646,10.5783,96.5038
9.96315,10.4574,97.5016
9.96987,10.3223,98.52
10.0115,10.1471,99.5629
