1e-05,0.99999,1e-05,0.99999
1e-05,0.99999,1e-05,0.99999
1,0,1e-05,0.99999
1,0,1e-05,0.99999
1,0,1e-05,0.99999
1e-05,0.99999,1e-05,0.99999
1,0.0099999,0.0099999,9.999998818e-06,0.0099999,1,0.0099999,9.999998818e-06,0.0099999,0.0099999,1,9.999998818e-06,99999.98818,99999.98818,99999.98818,1
1,0.0099999,0.0099999,9.999998818e-06,0.0099999,1,0.0099999,9.999998818e-06,0.0099999,0.0099999,1,9.999998818e-06,99999.98818,99999.98818,99999.98818,1
1,0,0,9.999998818e-06,0,1,0,-0,0,0,1,-0,99999.98818,-0,-0,1
1,0.0099999,0.0099999,9.999998818e-06,0.0099999,1,0.0099999,9.999998818e-06,0.0099999,0.0099999,1,9.999998818e-06,99999.98818,99999.98818,99999.98818,1
1,0.0099999,0,9.999998818e-06,0.0099999,1,0,9.999998818e-06,0,0,1,-0,99999.98818,99999.98818,-0,1
1,0,0,-0,0,1,0,-0,0,0,1,-0,-0,-0,-0,1
1,0.0099999,0.0099999,9.999998818e-06,0.0099999,1,0.0099999,9.999998818e-06,0.0099999,0.0099999,1,9.999998818e-06,99999.98818,99999.98818,99999.98818,1
1,0.0099999,0.0099999,9.999998818e-06,0.0099999,1,0.0099999,9.999998818e-06,0.0099999,0.0099999,1,9.999998818e-06,99999.98818,99999.98818,99999.98818,1
1,0,0.0099999,9.999998818e-06,0,1,0.0099999,9.999998818e-06,0.0099999,0.0099999,1,9.999998818e-06,99999.98818,99999.98818,99999.98818,1
1,0,0,-0,0,1,0,-0,0,0,1,-0,-0,-0,-0,1
